"1","02","Ciudad Autónoma de Buenos Aires","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"2","58","Neuquén","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"3","74","San Luis","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"4","82","Santa Fe","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"5","46","La Rioja","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"6","10","Catamarca","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"7","90","Tucumán","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"8","22","Chaco","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"9","34","Formosa","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"10","78","Santa Cruz","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"11","26","Chubut","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"12","50","Mendoza","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"13","30","Entre Ríos","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"14","70","San Juan","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"15","38","Jujuy","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"16","86","Santiago del Estero","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"17","62","Río Negro","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"18","18","Corrientes","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"19","54","Misiones","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"20","66","Salta","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"21","14","Córdoba","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"22","06","Buenos Aires","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"23","42","La Pampa","1","2024-10-16 14:15:02","2024-10-16 14:15:02"
"24","94","Tierra del Fuego, Antártida e Islas del Atlántico Sur","1","2024-10-16 14:15:02","2024-10-16 14:15:02"